"Road length (kilometres) by road type and local authority in Great Britain, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table RDL0201a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department for Transport statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Road lengths statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Notes are used throughout this table, please see the notes tab to find the related notes text",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in this table may not sum due to rounding,,,,,,,,,,,,,Kilometres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ONS Area 
Code",Region,Local Authority,Trunk motorways,Principal motorways,All motorways,Trunk rural 'A' roads,Trunk urban 'A' roads,Principal rural 'A' roads,Principal urban 'A' roads,All 'A' roads,Rural 'B' roads,Urban 'B' roads,Rural 'C' and 'U' roads,Urban 'C' and 'U' roads,All minor roads,Major trunk roads,Major principal roads,Minor roads,Total road length ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000011,North West,Knowsley ,18.2,5.5,23.7,1.1,0.0,26.6,22.9,50.6,8.8,12.7,61.0,445.2,527.7,19.3,55.0,527.7,602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000012,North West,Liverpool,0.0,1.0,1.0,0.0,0.0,2.9,122.8,125.7,0.5,37.4,23.9,"1,250.3","1,312.1",0.0,126.7,"1,312.1","1,438.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000014,North West,Sefton,8.2,0.0,8.2,0.9,6.3,19.2,62.9,89.3,12.4,29.2,98.3,758.4,898.4,15.4,82.1,898.4,995.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000013,North West,St. Helens,14.0,0.0,14.0,0.0,0.0,42.2,42.1,84.3,23.9,17.2,97.1,507.4,645.5,14.0,84.3,645.5,743.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000015,North West,Wirral,20.0,0.0,20.0,0.0,0.0,30.4,78.2,108.6,18.9,47.8,80.6,941.2,"1,088.6",20.0,108.6,"1,088.6","1,217.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000011,Yorkshire and The Humber,East Riding of Yorkshire UA,35.8,0.0,35.8,15.5,4.0,341.2,13.6,374.3,291.8,37.1,"2,185.4",561.1,"3,075.4",55.3,354.8,"3,075.4","3,485.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000010,Yorkshire and The Humber,"Kingston upon Hull, City of UA",0.0,0.0,0.0,3.0,11.0,0.8,34.5,49.3,0.0,10.4,29.1,686.5,726.1,14.0,35.3,726.1,775.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000012,Yorkshire and The Humber,North East Lincolnshire UA,0.0,0.0,0.0,12.6,0.9,39.9,34.7,88.1,19.6,12.3,153.4,386.8,572.0,13.5,74.6,572.0,660.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000013,Yorkshire and The Humber,North Lincolnshire UA,39.0,0.0,39.0,10.7,2.6,139.1,15.8,168.2,152.5,10.9,767.9,281.7,"1,213.0",52.3,154.9,"1,213.0","1,420.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000014,Yorkshire and The Humber,York UA,0.0,0.0,0.0,24.9,0.0,47.9,27.0,99.8,25.2,5.4,271.1,415.3,717.1,24.9,74.9,717.1,816.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000023,Yorkshire and The Humber,North Yorkshire ,99.2,0.0,99.2,128.2,0.3,855.1,67.0,"1,050.6",619.7,33.4,"6,566.3",834.5,"8,053.9",227.7,922.1,"8,053.9","9,203.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000016,Yorkshire and The Humber,Barnsley,17.3,0.0,17.3,21.9,0.0,87.3,43.6,152.8,31.7,42.2,327.3,644.9,"1,046.1",39.2,130.9,"1,046.1","1,216.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000017,Yorkshire and The Humber,Doncaster,61.7,0.0,61.7,5.7,0.4,110.1,50.7,166.9,42.4,13.2,576.5,821.3,"1,453.5",67.8,160.8,"1,453.5","1,682.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000018,Yorkshire and The Humber,Rotherham ,27.1,0.0,27.1,0.0,0.0,48.3,63.2,111.5,61.5,33.5,302.2,691.5,"1,088.7",27.1,111.5,"1,088.7","1,227.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000019,Yorkshire and The Humber,Sheffield,10.3,0.0,10.3,4.5,1.2,44.9,102.2,152.8,16.7,83.0,265.5,"1,438.3","1,803.5",16.0,147.1,"1,803.5","1,966.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000032,Yorkshire and The Humber,Bradford,2.7,0.0,2.7,0.0,0.0,50.4,102.5,152.9,31.1,47.3,368.8,"1,345.7","1,792.8",2.7,152.9,"1,792.8","1,948.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000033,Yorkshire and The Humber,Calderdale,12.3,0.0,12.3,0.0,0.0,69.8,68.5,138.3,27.3,8.9,400.0,562.0,998.2,12.3,138.3,998.2,"1,148.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000034,Yorkshire and The Humber,Kirklees ,23.0,0.0,23.0,0.0,0.0,88.7,121.4,210.1,46.5,43.8,468.7,"1,125.2","1,684.1",23.0,210.1,"1,684.1","1,917.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000035,Yorkshire and The Humber,Leeds,76.9,3.5,80.4,2.9,1.1,131.2,177.8,313.0,13.8,64.5,485.4,"2,106.6","2,670.4",80.9,312.5,"2,670.4","3,063.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000036,Yorkshire and The Humber,Wakefield,36.2,0.0,36.2,11.1,0.0,96.1,67.8,175.0,57.2,31.6,426.3,865.2,"1,380.2",47.3,163.9,"1,380.2","1,591.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000015,East Midlands,Derby UA,0.0,0.0,0.0,10.1,7.3,9.0,48.3,74.7,0.5,5.7,36.5,661.5,704.3,17.4,57.3,704.3,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000016,East Midlands,Leicester UA,0.0,0.0,0.0,3.4,0.0,9.6,59.2,72.2,1.7,12.9,21.4,724.5,760.4,3.4,68.8,760.4,832.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000018,East Midlands,Nottingham UA,0.3,0.0,0.3,4.1,7.4,3.4,63.0,77.9,0.6,24.3,12.4,696.9,734.2,11.8,66.4,734.2,812.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000017,East Midlands,Rutland UA,0.0,0.0,0.0,18.1,0.4,76.3,0.7,95.5,31.7,5.1,386.4,38.9,462.1,18.5,77.0,462.1,557.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000007,East Midlands,Derbyshire ,37.0,0.0,37.0,91.7,4.9,490.7,136.8,724.1,366.0,103.2,"2,760.2","1,666.7","4,896.0",133.6,627.5,"4,896.0","5,657.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000018,East Midlands,Leicestershire ,85.3,0.0,85.3,81.7,1.1,289.1,64.6,436.5,192.1,41.9,"2,591.0","1,342.4","4,167.4",168.1,353.7,"4,167.4","4,689.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000019,East Midlands,Lincolnshire,0.0,0.0,0.0,62.8,1.2,978.0,85.2,"1,127.2",711.1,70.8,"5,969.4","1,115.5","7,866.7",64.0,"1,063.2","7,866.7","8,993.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000061,East Midlands,North Northamptonshire [Note 1],0.0,0.0,0.0,59.6,1.7,208.0,58.5,327.8,69.2,15.2,987.9,640.3,"1,712.5",61.3,266.5,"1,712.5","2,040.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000062,East Midlands,West Northamptonshire [Note 1],54.4,0.0,54.4,116.0,3.8,187.4,69.6,376.8,58.4,5.3,"1,501.0",723.9,"2,288.6",174.2,257.0,"2,288.6","2,719.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000024,East Midlands,Nottinghamshire ,22.9,0.0,22.9,136.1,8.4,397.7,89.8,632.0,173.8,103.2,"2,259.4","1,680.8","4,217.3",167.4,487.5,"4,217.3","4,872.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000019,West Midlands,"Herefordshire, County of UA",7.5,0.0,7.5,62.8,7.0,358.2,22.8,450.8,302.4,14.8,"2,331.9",245.8,"2,894.8",77.3,381.0,"2,894.8","3,353.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000051,West Midlands,Shropshire UA,12.4,0.0,12.4,121.8,1.7,407.2,32.7,563.4,531.3,28.3,"3,690.6",393.4,"4,643.6",135.9,439.9,"4,643.6","5,219.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000021,West Midlands,Stoke-on-Trent UA,0.0,0.0,0.0,5.2,12.9,9.5,79.1,106.7,1.6,19.1,38.4,717.0,776.1,18.1,88.6,776.1,882.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000020,West Midlands,Telford and Wrekin UA,12.4,0.0,12.4,4.4,0.0,67.0,16.7,88.1,51.0,20.0,361.4,550.6,982.9,16.8,83.7,982.9,"1,083.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000028,West Midlands,Staffordshire ,103.8,0.0,103.8,93.5,15.4,498.0,161.5,768.4,256.6,77.2,"3,276.5","1,893.6","5,504.0",212.7,659.5,"5,504.0","6,376.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000031,West Midlands,Warwickshire,148.1,0.0,148.1,89.8,4.2,326.9,67.8,488.7,373.2,54.9,"2,207.3",989.5,"3,624.9",242.1,394.7,"3,624.9","4,261.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000025,West Midlands,Birmingham,22.0,3.8,25.8,0.0,0.0,11.5,191.9,203.4,2.7,126.1,49.0,"2,169.8","2,347.5",22.0,207.2,"2,347.5","2,576.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000026,West Midlands,Coventry,3.5,0.0,3.5,5.1,1.6,16.5,37.5,60.7,8.4,50.6,54.7,726.3,839.9,10.2,54.0,839.9,904.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000027,West Midlands,Dudley ,5.5,0.0,5.5,0.0,0.0,5.4,89.3,94.7,3.2,41.8,19.5,872.8,937.3,5.5,94.7,937.3,"1,037.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000028,West Midlands,Sandwell ,18.1,0.0,18.1,0.0,0.5,4.2,82.8,87.5,0.0,38.4,6.5,758.3,803.2,18.6,87.0,803.2,908.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000029,West Midlands,Solihull,20.7,0.0,20.7,3.4,0.5,40.7,15.6,60.2,40.2,34.1,217.4,514.6,806.3,24.6,56.3,806.3,887.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000030,West Midlands,Walsall,9.2,0.0,9.2,2.2,0.9,13.5,66.8,83.4,6.0,35.2,56.9,687.2,785.4,12.3,80.3,785.4,878.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000031,West Midlands,Wolverhampton,0.0,0.0,0.0,0.0,0.0,1.3,63.9,65.2,0.0,13.4,10.4,697.2,721.0,0.0,65.2,721.0,786.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000034,West Midlands,Worcestershire ,78.0,0.0,78.0,21.7,0.6,386.5,92.2,501.0,303.6,86.4,"2,105.2","1,225.1","3,720.3",100.3,478.7,"3,720.3","4,299.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000055,East of England,Bedford UA ,0.0,0.0,0.0,29.0,2.0,61.5,23.0,115.5,22.5,7.1,534.4,267.0,830.9,31.0,84.5,830.9,946.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000056,East of England,Central Bedfordshire UA ,29.2,0.0,29.2,44.8,3.4,98.7,20.7,167.6,101.9,12.0,867.2,407.5,"1,388.6",77.4,119.4,"1,388.6","1,585.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000032,East of England,Luton UA,2.6,0.0,2.6,0.0,0.0,2.9,31.7,34.6,1.4,6.6,8.2,413.6,429.8,2.6,34.6,429.8,467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000031,East of England,Peterborough UA,0.0,0.0,0.0,35.6,4.9,57.3,27.1,124.9,54.0,2.6,325.3,474.8,856.5,40.5,84.4,856.5,981.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000033,East of England,Southend-on-Sea UA,0.0,0.0,0.0,0.0,0.0,2.1,31.8,33.9,0.9,9.3,12.3,400.9,423.4,0.0,33.9,423.4,457.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000034,East of England,Thurrock UA,4.9,0.0,4.9,19.7,3.0,42.5,22.8,88.0,20.2,10.7,152.3,323.8,507.0,27.6,65.3,507.0,599.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000003,East of England,Cambridgeshire ,48.6,0.0,48.6,172.3,2.3,375.2,57.0,606.8,514.8,55.2,"2,754.7",868.0,"4,192.7",223.2,432.2,"4,192.7","4,848.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000012,East of England,Essex ,77.3,0.0,77.3,139.9,8.2,352.5,147.0,647.6,632.2,151.4,"4,053.7","2,768.5","7,605.7",225.4,499.5,"7,605.7","8,330.6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000015,East of England,Hertfordshire,102.7,0.0,102.7,12.3,0.4,308.5,189.8,511.0,236.0,101.0,"1,680.1","2,422.6","4,439.8",115.4,498.3,"4,439.8","5,053.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000020,East of England,Norfolk,0.0,0.0,0.0,175.6,9.9,672.6,101.9,960.0,610.9,32.2,"7,112.9","1,300.4","9,056.3",185.5,774.5,"9,056.3","10,016.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E10000029,East of England,Suffolk,0.0,0.0,0.0,124.3,11.4,480.1,103.3,719.1,682.3,60.1,"4,282.5","1,264.3","6,289.2",135.7,583.4,"6,289.2","7,008.3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000007,London,Camden,0.0,0.0,0.0,0.0,0.0,0.0,38.6,38.6,0.0,20.1,0.0,220.1,240.2,0.0,38.6,240.2,278.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000001,London,City of London,0.0,0.0,0.0,0.0,0.0,0.0,12.4,12.4,0.0,1.1,0.0,41.9,43.0,0.0,12.4,43.0,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000012,London,Hackney,0.0,0.0,0.0,0.0,0.0,0.9,35.0,35.9,0.7,11.5,2.2,220.2,234.5,0.0,35.9,234.5,270.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000013,London,Hammersmith and Fulham,0.0,0.0,0.0,0.0,0.0,0.0,32.2,32.2,0.0,4.7,0.0,183.0,187.7,0.0,32.2,187.7,219.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000014,London,Haringey,0.0,0.0,0.0,0.0,0.0,0.0,38.7,38.7,0.0,20.3,0.0,297.2,317.6,0.0,38.7,317.6,356.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000019,London,Islington,0.0,0.0,0.0,0.0,0.0,0.0,38.5,38.5,0.0,7.4,0.0,192.0,199.4,0.0,38.5,199.4,237.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000020,London,Kensington and Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,32.2,32.2,0.0,10.2,0.0,164.2,174.4,0.0,32.2,174.4,206.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000022,London,Lambeth,0.0,0.0,0.0,0.0,0.0,0.0,54.9,54.9,0.0,12.3,0.0,309.8,322.1,0.0,54.9,322.1,377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000023,London,Lewisham,0.0,0.0,0.0,0.0,0.0,0.0,38.6,38.6,0.0,18.9,0.0,389.2,408.2,0.0,38.6,408.2,446.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000025,London,Newham,0.0,0.0,0.0,0.0,0.0,6.5,47.9,54.4,0.0,13.6,15.6,345.9,375.1,0.0,54.4,375.1,429.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000028,London,Southwark,0.0,0.0,0.0,0.0,0.0,0.0,55.2,55.2,0.0,17.2,0.0,318.5,335.8,0.0,55.2,335.8,391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000030,London,Tower Hamlets,0.0,0.0,0.0,0.0,0.0,0.0,41.6,41.6,0.0,22.3,0.0,222.5,244.8,0.0,41.6,244.8,286.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000032,London,Wandsworth,0.0,0.0,0.0,0.0,0.0,0.0,56.7,56.7,0.0,15.3,0.0,359.9,375.2,0.0,56.7,375.2,431.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000033,London,Westminster,0.0,0.0,0.0,0.0,0.0,0.0,60.2,60.2,0.0,18.7,0.0,258.3,277.0,0.0,60.2,277.0,337.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000002,London,Barking and Dagenham,0.0,0.0,0.0,0.0,0.0,2.2,35.1,37.3,0.0,2.9,9.7,290.7,303.3,0.0,37.3,303.3,340.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000003,London,Barnet,12.0,0.0,12.0,0.0,0.0,8.8,88.4,97.2,1.2,17.8,6.4,630.2,655.6,12.0,97.2,655.6,764.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000004,London,Bexley,0.0,0.0,0.0,0.0,0.0,9.2,60.2,69.4,1.5,10.8,10.1,459.3,481.7,0.0,69.4,481.7,551.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000005,London,Brent,0.0,0.0,0.0,0.0,0.0,0.0,55.9,55.9,0.0,15.0,0.0,418.4,433.3,0.0,55.9,433.3,489.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000006,London,Bromley,0.0,0.0,0.0,0.0,0.0,17.3,72.7,90.0,4.1,24.2,93.0,692.8,814.0,0.0,90.0,814.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000008,London,Croydon,0.0,0.0,0.0,0.0,0.0,2.2,75.9,78.1,0.7,27.4,12.1,658.9,699.1,0.0,78.1,699.1,777.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000009,London,Ealing,0.0,0.0,0.0,0.0,0.0,0.0,55.1,55.1,0.0,25.6,0.0,507.5,533.0,0.0,55.1,533.0,588.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000010,London,Enfield,11.2,0.0,11.2,0.0,0.0,13.1,67.4,80.5,0.0,6.4,18.2,519.9,544.5,11.2,80.5,544.5,636.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000011,London,Greenwich,0.0,0.0,0.0,0.0,0.0,0.0,68.5,68.5,0.0,12.6,0.0,423.6,436.2,0.0,68.5,436.2,504.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000015,London,Harrow,1.0,0.0,1.0,0.0,0.0,0.9,39.8,40.7,0.0,1.8,3.6,427.2,432.6,1.0,40.7,432.6,474.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000016,London,Havering,11.8,0.0,11.8,0.0,0.0,17.8,33.2,51.0,10.7,13.6,53.4,520.3,597.9,11.8,51.0,597.9,660.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000017,London,Hillingdon,10.5,0.0,10.5,1.4,0.2,7.9,63.3,72.8,0.2,18.6,50.7,610.7,680.2,12.1,71.2,680.2,763.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000018,London,Hounslow,9.8,0.0,9.8,0.0,0.0,3.3,69.2,72.5,1.7,12.5,8.4,396.9,419.5,9.8,72.5,419.5,501.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000021,London,Kingston upon Thames,0.0,0.0,0.0,0.0,0.0,3.3,41.4,44.7,1.8,6.6,1.3,290.0,299.8,0.0,44.7,299.8,344.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000024,London,Merton,0.0,0.0,0.0,0.0,0.0,0.0,42.4,42.4,0.0,20.1,0.0,315.5,335.6,0.0,42.4,335.6,378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000026,London,Redbridge,4.0,0.0,4.0,0.0,0.0,12.9,45.1,58.0,0.8,6.7,16.2,448.6,472.3,4.0,58.0,472.3,534.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000027,London,Richmond upon Thames,0.0,0.0,0.0,0.0,0.0,8.0,54.7,62.7,3.1,20.6,7.5,318.9,350.1,0.0,62.7,350.1,412.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000029,London,Sutton,0.0,0.0,0.0,0.0,0.0,0.0,29.6,29.6,0.0,28.4,0.0,375.4,403.8,0.0,29.6,403.8,433.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000031,London,Waltham Forest,0.0,0.0,0.0,0.0,0.0,10.9,44.3,55.2,0.1,14.1,8.9,345.7,368.7,0.0,55.2,368.7,423.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
